UnixTime(ms),ViewIndex,Eye,EyePosX,EyePosY,EyePosZ,EyeOrientX,EyeOrientY,EyeOrientZ,EyeOrientW
1756066418722,1,right,0.25083920,1.10277440,-0.00923970,0.02386399,0.07288849,-0.02010439,0.99685184
1756066418733,0,left,0.18600547,1.10517158,0.00033816,0.02387893,0.07271219,-0.02016163,0.99686320
1756066418733,1,right,0.25096360,1.10275857,-0.00925043,0.02387893,0.07271219,-0.02016163,0.99686320
1756066418744,0,left,0.18611489,1.10518327,0.00031939,0.02404959,0.07270457,-0.02025877,0.99685769
1756066418744,1,right,0.25107265,1.10275916,-0.00926891,0.02404959,0.07270457,-0.02025877,0.99685769
1756066418755,0,left,0.18620560,1.10519997,0.00029822,0.02415188,0.07276963,-0.02018482,0.99685197
1756066418755,1,right,0.25116247,1.10278674,-0.00929858,0.02415188,0.07276963,-0.02018482,0.99685197
1756066418766,0,left,0.18630135,1.10520812,0.00024652,0.02435218,0.07291747,-0.02015989,0.99683679
1756066418766,1,right,0.25125554,1.10280059,-0.00936996,0.02435218,0.07291747,-0.02015989,0.99683679
1756066418778,0,left,0.18638837,1.10522738,0.00018204,0.02447201,0.07309252,-0.02025906,0.99681903
1756066418778,1,right,0.25133869,1.10280862,-0.00945784,0.02447201,0.07309252,-0.02025906,0.99681903
1756066418789,0,left,0.18646972,1.10524094,0.00011797,0.02445030,0.07331052,-0.02036911,0.99680131
1756066418789,1,right,0.25141525,1.10280830,-0.00955059,0.02445030,0.07331052,-0.02036911,0.99680131
1756066418800,0,left,0.18653014,1.10527672,0.00008381,0.02449008,0.07349902,-0.02062580,0.99678117
1756066418800,1,right,0.25147062,1.10281150,-0.00961018,0.02449008,0.07349902,-0.02062580,0.99678117
1756066418811,0,left,0.18659417,1.10530699,0.00004338,0.02444536,0.07368510,-0.02079601,0.99676500
1756066418811,1,right,0.25153017,1.10281968,-0.00967525,0.02444536,0.07368510,-0.02079601,0.99676500
1756066418822,0,left,0.18666375,1.10532086,0.00000788,0.02452116,0.07389545,-0.02092980,0.99674476
1756066418822,1,right,0.25159493,1.10281749,-0.00973875,0.02452116,0.07389545,-0.02092980,0.99674476
1756066418833,0,left,0.18673219,1.10533265,-0.00002184,0.02458820,0.07397948,-0.02103523,0.99673466
1756066418833,1,right,0.25166112,1.10281643,-0.00977990,0.02458820,0.07397948,-0.02103523,0.99673466
1756066418844,0,left,0.18681491,1.10535762,-0.00006057,0.02462674,0.07397574,-0.02115226,0.99673151
1756066418844,1,right,0.25174329,1.10282644,-0.00981860,0.02462674,0.07397574,-0.02115226,0.99673151
1756066418855,0,left,0.18691590,1.10536542,-0.00010148,0.02465396,0.07397580,-0.02119059,0.99673001
1756066418855,1,right,0.25184405,1.10282949,-0.00985970,0.02465396,0.07397580,-0.02119059,0.99673001
1756066418866,0,left,0.18700984,1.10541022,-0.00017466,0.02460125,0.07365704,-0.02129812,0.99675263
1756066418866,1,right,0.25194359,1.10285860,-0.00989155,0.02460125,0.07365704,-0.02129812,0.99675263
1756066418878,0,left,0.18711853,1.10543675,-0.00023558,0.02454501,0.07336274,-0.02134854,0.99677464
1756066418878,1,right,0.25205770,1.10287696,-0.00991414,0.02454501,0.07336274,-0.02134854,0.99677464
1756066418889,0,left,0.18723485,1.10545906,-0.00028758,0.02451739,0.07303740,-0.02155686,0.99679473
1756066418889,1,right,0.25217909,1.10287062,-0.00992431,0.02451739,0.07303740,-0.02155686,0.99679473
1756066418900,0,left,0.18735898,1.10544959,-0.00033392,0.02433667,0.07260303,-0.02166571,0.99682853
1756066418900,1,right,0.25231090,1.10284367,-0.00991391,0.02433667,0.07260303,-0.02166571,0.99682853
1756066418911,0,left,0.18749744,1.10541809,-0.00036735,0.02415868,0.07219378,-0.02174083,0.99686095
1756066418911,1,right,0.25245676,1.10279923,-0.00989377,0.02415868,0.07219378,-0.02174083,0.99686095
1756066418922,0,left,0.18763737,1.10538722,-0.00039313,0.02398784,0.07166931,-0.02186798,0.99690014
1756066418922,1,right,0.25260585,1.10274832,-0.00985112,0.02398784,0.07166931,-0.02186798,0.99690014
1756066418933,0,left,0.18778369,1.10536315,-0.00041232,0.02388224,0.07111361,-0.02194775,0.99694071
1756066418933,1,right,0.25276214,1.10271094,-0.00979784,0.02388224,0.07111361,-0.02194775,0.99694071
1756066418944,0,left,0.18793680,1.10533532,-0.00043957,0.02382437,0.07053865,-0.02189906,0.99698402
1756066418944,1,right,0.25292623,1.10268703,-0.00974984,0.02382437,0.07053865,-0.02189906,0.99698402
1756066418956,0,left,0.18808737,1.10530575,-0.00047736,0.02371013,0.06991604,-0.02199559,0.99702847
1756066418956,1,right,0.25308776,1.10264168,-0.00970645,0.02371013,0.06991604,-0.02199559,0.99702847
1756066418967,0,left,0.18823048,1.10522190,-0.00052455,0.02358693,0.06936676,-0.02223674,0.99706441
1756066418967,1,right,0.25323951,1.10252330,-0.00968239,0.02358693,0.06936676,-0.02223674,0.99706441
1756066418978,0,left,0.18835834,1.10513360,-0.00056026,0.02328171,0.06888115,-0.02244552,0.99710057
1756066418978,1,right,0.25337493,1.10240327,-0.00965454,0.02328171,0.06888115,-0.02244552,0.99710057
1756066418989,0,left,0.18848014,1.10504640,-0.00057910,0.02318182,0.06851129,-0.02265001,0.99712375
1756066418989,1,right,0.25350222,1.10228717,-0.00962545,0.02318182,0.06851129,-0.02265001,0.99712375
1756066419000,0,left,0.18858591,1.10500740,-0.00057703,0.02315705,0.06817863,-0.02270408,0.99714590
1756066419000,1,right,0.25361365,1.10223979,-0.00958008,0.02315705,0.06817863,-0.02270408,0.99714590
1756066419011,0,left,0.18867928,1.10498511,-0.00058315,0.02315854,0.06779577,-0.02268970,0.99717230
1756066419011,1,right,0.25371394,1.10221815,-0.00953623,0.02315854,0.06779577,-0.02268970,0.99717230
1756066419022,0,left,0.18876239,1.10499121,-0.00058320,0.02321531,0.06758107,-0.02275994,0.99718395
1756066419022,1,right,0.25380045,1.10221486,-0.00950864,0.02321531,0.06758107,-0.02275994,0.99718395
1756066419033,0,left,0.18883061,1.10500268,-0.00058581,0.02334895,0.06742546,-0.02275928,0.99719138
1756066419033,1,right,0.25387141,1.10222711,-0.00949131,0.02334895,0.06742546,-0.02275928,0.99719138
1756066419044,0,left,0.18887059,1.10502435,-0.00059287,0.02350213,0.06726935,-0.02275074,0.99719852
1756066419044,1,right,0.25391424,1.10225075,-0.00947841,0.02350213,0.06726935,-0.02275074,0.99719852
1756066419055,0,left,0.18890375,1.10506100,-0.00058438,0.02351431,0.06726420,-0.02273824,0.99719887
1756066419055,1,right,0.25394753,1.10228913,-0.00946925,0.02351431,0.06726420,-0.02273824,0.99719887
1756066419066,0,left,0.18894044,1.10513851,-0.00056038,0.02354972,0.06724138,-0.02283236,0.99719742
1756066419066,1,right,0.25398409,1.10235456,-0.00944265,0.02354972,0.06724138,-0.02283236,0.99719742
1756066419078,0,left,0.18896560,1.10523093,-0.00052631,0.02344646,0.06734295,-0.02313785,0.99718596
1756066419078,1,right,0.25400561,1.10240638,-0.00942242,0.02344646,0.06734295,-0.02313785,0.99718596
1756066419089,0,left,0.18897820,1.10530238,-0.00050150,0.02347270,0.06736451,-0.02328828,0.99718038
1756066419089,1,right,0.25401691,1.10245843,-0.00940092,0.02347270,0.06736451,-0.02328828,0.99718038
1756066419100,0,left,0.18897521,1.10533280,-0.00048628,0.02366040,0.06743626,-0.02323725,0.99717229
1756066419100,1,right,0.25401297,1.10249745,-0.00939545,0.02366040,0.06743626,-0.02323725,0.99717229
1756066419111,0,left,0.18896995,1.10538248,-0.00047486,0.02389643,0.06744726,-0.02311701,0.99716871
1756066419111,1,right,0.25400823,1.10256502,-0.00938578,0.02389643,0.06744726,-0.02311701,0.99716871
1756066419122,0,left,0.18896511,1.10543544,-0.00046270,0.02414774,0.06754991,-0.02306682,0.99715687
1756066419122,1,right,0.25400185,1.10262715,-0.00938757,0.02414774,0.06754991,-0.02306682,0.99715687
1756066419133,0,left,0.18895614,1.10548063,-0.00044981,0.02429799,0.06759142,-0.02301458,0.99715161
1756066419133,1,right,0.25399247,1.10268066,-0.00938036,0.02429799,0.06759142,-0.02301458,0.99715161
1756066419144,0,left,0.18895048,1.10551346,-0.00043841,0.02437989,0.06757884,-0.02300278,0.99715074
1756066419144,1,right,0.25398710,1.10271573,-0.00936751,0.02437989,0.06757884,-0.02300278,0.99715074
1756066419156,0,left,0.18894338,1.10552665,-0.00042079,0.02443991,0.06763249,-0.02306225,0.99714426
1756066419156,1,right,0.25397870,1.10272185,-0.00935724,0.02443991,0.06763249,-0.02306225,0.99714426
1756066419167,0,left,0.18893014,1.10550763,-0.00037579,0.02444502,0.06769420,-0.02327169,0.99713508
1756066419167,1,right,0.25396308,1.10267566,-0.00932093,0.02444502,0.06769420,-0.02327169,0.99713508
1756066419178,0,left,0.18891938,1.10548963,-0.00032229,0.02444838,0.06776391,-0.02333799,0.99712871
1756066419178,1,right,0.25395069,1.10264925,-0.00927674,0.02444838,0.06776391,-0.02333799,0.99712871
1756066419189,0,left,0.18891054,1.10547293,-0.00027561,0.02444190,0.06782126,-0.02347940,0.99712165
1756066419189,1,right,0.25393996,1.10261416,-0.00923794,0.02444190,0.06782126,-0.02347940,0.99712165
1756066419200,0,left,0.18890281,1.10547907,-0.00022507,0.02449904,0.06800078,-0.02352305,0.99710699
1756066419200,1,right,0.25392875,1.10261571,-0.00921112,0.02449904,0.06800078,-0.02352305,0.99710699
1756066419211,0,left,0.18889697,1.10549463,-0.00017407,0.02460539,0.06808722,-0.02348809,0.99709930
1756066419211,1,right,0.25392157,1.10263710,-0.00917158,0.02460539,0.06808722,-0.02348809,0.99709930
1756066419223,0,left,0.18888645,1.10551144,-0.00013442,0.02465262,0.06812905,-0.02346293,0.99709587
1756066419223,1,right,0.25391048,1.10265778,-0.00913744,0.02465262,0.06812905,-0.02346293,0.99709587
1756066419233,0,left,0.18888490,1.10550706,-0.00007436,0.02471488,0.06837517,-0.02337447,0.99707956
1756066419233,1,right,0.25390506,1.10266640,-0.00910940,0.02471488,0.06837517,-0.02337447,0.99707956
1756066419244,0,left,0.18886328,1.10551416,-0.00001609,0.02476692,0.06845883,-0.02344690,0.99707083
1756066419244,1,right,0.25388149,1.10266478,-0.00906241,0.02476692,0.06845883,-0.02344690,0.99707083
1756066419256,0,left,0.18884551,1.10553752,0.00003491,0.02492537,0.06851242,-0.02347558,0.99706252
1756066419256,1,right,0.25386259,1.10268600,-0.00901894,0.02492537,0.06851242,-0.02347558,0.99706252
1756066419266,0,left,0.18885118,1.10557392,0.00004529,0.02509374,0.06854964,-0.02336060,0.99705844
1756066419266,1,right,0.25386825,1.10273913,-0.00901353,0.02509374,0.06854964,-0.02336060,0.99705844
1756066419277,0,left,0.18885951,1.10563008,0.00005929,0.02525684,0.06850944,-0.02341705,0.99705576
1756066419277,1,right,0.25387698,1.10278924,-0.00899493,0.02525684,0.06850944,-0.02341705,0.99705576
1756066419289,0,left,0.18886879,1.10569144,0.00008102,0.02543291,0.06844348,-0.02343097,0.99705549
1756066419289,1,right,0.25388735,1.10285013,-0.00896515,0.02543291,0.06844348,-0.02343097,0.99705549
1756066419300,0,left,0.18887335,1.10572605,0.00011866,0.02563399,0.06838138,-0.02328454,0.99705803
1756066419300,1,right,0.25389394,1.10290552,-0.00891952,0.02563399,0.06838138,-0.02328454,0.99705803
1756066419311,0,left,0.18887234,1.10575487,0.00014775,0.02571044,0.06824038,-0.02319080,0.99706791
1756066419311,1,right,0.25389603,1.10294680,-0.00887196,0.02571044,0.06824038,-0.02319080,0.99706791
1756066419322,0,left,0.18887100,1.10577380,0.00019763,0.02573429,0.06826570,-0.02317691,0.99706588
1756066419322,1,right,0.25389433,1.10296786,-0.00882540,0.02573429,0.06826570,-0.02317691,0.99706588
1756066419333,0,left,0.18887223,1.10578939,0.00023766,0.02576813,0.06821190,-0.02316231,0.99706903
1756066419333,1,right,0.25389662,1.10298548,-0.00877841,0.02576813,0.06821190,-0.02316231,0.99706903
1756066419344,0,left,0.18887311,1.10580391,0.00026783,0.02577058,0.06811570,-0.02317823,0.99707517
1756066419344,1,right,0.25389913,1.10299759,-0.00873574,0.02577058,0.06811570,-0.02317823,0.99707517
1756066419356,0,left,0.18887852,1.10581333,0.00030660,0.02577804,0.06805657,-0.02319483,0.99707863
1756066419356,1,right,0.25390548,1.10300469,-0.00868934,0.02577804,0.06805657,-0.02319483,0.99707863
1756066419367,0,left,0.18889178,1.10580895,0.00032326,0.02575550,0.06796877,-0.02320051,0.99708507
1756066419367,1,right,0.25392029,1.10299905,-0.00866118,0.02575550,0.06796877,-0.02320051,0.99708507
1756066419377,0,left,0.18890029,1.10580565,0.00032900,0.02579827,0.06793291,-0.02325266,0.99708519
1756066419377,1,right,0.25392911,1.10298918,-0.00865106,0.02579827,0.06793291,-0.02325266,0.99708519
1756066419389,0,left,0.18890247,1.10579077,0.00034708,0.02591807,0.06801933,-0.02323528,0.99707660
1756066419389,1,right,0.25392985,1.10297796,-0.00864452,0.02591807,0.06801933,-0.02323528,0.99707660
1756066419400,0,left,0.18888080,1.10579759,0.00038957,0.02601733,0.06815877,-0.02316033,0.99706624
1756066419400,1,right,0.25390616,1.10299599,-0.00862026,0.02601733,0.06815877,-0.02316033,0.99706624
1756066419411,0,left,0.18885437,1.10580293,0.00043484,0.02612558,0.06838627,-0.02303452,0.99705074
1756066419411,1,right,0.25387639,1.10301962,-0.00860455,0.02612558,0.06838627,-0.02303452,0.99705074
1756066419422,0,left,0.18882711,1.10581366,0.00047305,0.02626109,0.06853562,-0.02297797,0.99703823
1756066419422,1,right,0.25384679,1.10303953,-0.00858602,0.02626109,0.06853562,-0.02297797,0.99703823
1756066419433,0,left,0.18880162,1.10582720,0.00053076,0.02642260,0.06877344,-0.02267741,0.99702447
1756066419433,1,right,0.25381881,1.10309477,-0.00855879,0.02642260,0.06877344,-0.02267741,0.99702447
1756066419444,0,left,0.18877628,1.10584823,0.00057509,0.02674303,0.06887939,-0.02251408,0.99701231
1756066419444,1,right,0.25379252,1.10314050,-0.00852861,0.02674303,0.06887939,-0.02251408,0.99701231
1756066419456,0,left,0.18874003,1.10587294,0.00062578,0.02689905,0.06912835,-0.02234050,0.99699479
1756066419456,1,right,0.25375277,1.10319030,-0.00851023,0.02689905,0.06912835,-0.02234050,0.99699479
1756066419466,0,left,0.18868524,1.10591453,0.00068719,0.02705156,0.06930911,-0.02229247,0.99697919
1756066419466,1,right,0.25369498,1.10324026,-0.00847263,0.02705156,0.06930911,-0.02229247,0.99697919
1756066419478,0,left,0.18861985,1.10595161,0.00075043,0.02727280,0.06950575,-0.02229157,0.99695949
1756066419478,1,right,0.25362602,1.10328024,-0.00843562,0.02727280,0.06950575,-0.02229157,0.99695949
1756066419489,0,left,0.18855861,1.10598621,0.00082269,0.02742753,0.06977637,-0.02221694,0.99693801
1756066419489,1,right,0.25356024,1.10332706,-0.00839880,0.02742753,0.06977637,-0.02221694,0.99693801
1756066419500,0,left,0.18850847,1.10601374,0.00088367,0.02765154,0.07009172,-0.02229238,0.99690802
1756066419500,1,right,0.25350386,1.10334799,-0.00837979,0.02765154,0.07009172,-0.02229238,0.99690802
1756066419511,0,left,0.18844963,1.10604403,0.00093952,0.02775698,0.07040977,-0.02231892,0.99688208
1756066419511,1,right,0.25343901,1.10337701,-0.00836578,0.02775698,0.07040977,-0.02231892,0.99688208
1756066419522,0,left,0.18838884,1.10607219,0.00099295,0.02790916,0.07071872,-0.02229212,0.99685656
1756066419522,1,right,0.25337264,1.10341131,-0.00835293,0.02790916,0.07071872,-0.02229212,0.99685656
1756066419533,0,left,0.18832676,1.10611852,0.00104722,0.02808764,0.07104164,-0.02227558,0.99682896
1756066419533,1,right,0.25330463,1.10346273,-0.00834116,0.02808764,0.07104164,-0.02227558,0.99682896
1756066419544,0,left,0.18826109,1.10618180,0.00108271,0.02834336,0.07126954,-0.02227586,0.99680544
1756066419544,1,right,0.25323471,1.10352928,-0.00833606,0.02834336,0.07126954,-0.02227586,0.99680544
1756066419555,0,left,0.18820247,1.10623424,0.00110609,0.02859430,0.07150613,-0.02227877,0.99678127
1756066419555,1,right,0.25317162,1.10358465,-0.00834418,0.02859430,0.07150613,-0.02227877,0.99678127
1756066419567,0,left,0.18814874,1.10625286,0.00112775,0.02879216,0.07177812,-0.02228341,0.99675592
1756066419567,1,right,0.25311276,1.10360562,-0.00835851,0.02879216,0.07177812,-0.02228341,0.99675592
1756066419577,0,left,0.18809292,1.10625882,0.00114966,0.02902931,0.07203428,-0.02230670,0.99673004
1756066419577,1,right,0.25305194,1.10361182,-0.00837070,0.02902931,0.07203428,-0.02230670,0.99673004
1756066419588,0,left,0.18803637,1.10626917,0.00118896,0.02926030,0.07237860,-0.02241678,0.99669587
1756066419588,1,right,0.25298822,1.10361136,-0.00837728,0.02926030,0.07237860,-0.02241678,0.99669587
1756066419599,0,left,0.18797962,1.10633316,0.00124734,0.02962664,0.07262888,-0.02248937,0.99666521
1756066419599,1,right,0.25292626,1.10367040,-0.00835275,0.02962664,0.07262888,-0.02248937,0.99666521
1756066419610,0,left,0.18794082,1.10641707,0.00129410,0.03000678,0.07266285,-0.02227878,0.99665609
1756066419610,1,right,0.25288808,1.10378568,-0.00831064,0.03000678,0.07266285,-0.02227878,0.99665609
1756066419621,0,left,0.18791911,1.10651055,0.00133313,0.03039768,0.07265991,-0.02209962,0.99664845
1756066419621,1,right,0.25286746,1.10390636,-0.00827158,0.03039768,0.07265991,-0.02209962,0.99664845
1756066419632,0,left,0.18792167,1.10659088,0.00137460,0.03073828,0.07263026,-0.02207663,0.99664067
1756066419632,1,right,0.25287074,1.10399286,-0.00822705,0.03073828,0.07263026,-0.02207663,0.99664067
1756066419643,0,left,0.18792908,1.10665121,0.00142684,0.03078311,0.07249874,-0.02205114,0.99664943
1756066419643,1,right,0.25288078,1.10405640,-0.00815769,0.03078311,0.07249874,-0.02205114,0.99664943
1756066419655,0,left,0.18794523,1.10668659,0.00149623,0.03087850,0.07236844,-0.02200487,0.99665697
1756066419655,1,right,0.25289968,1.10409820,-0.00807140,0.03087850,0.07236844,-0.02200487,0.99665697
1756066419667,0,left,0.18798119,1.10674820,0.00157491,0.03106105,0.07218104,-0.02207734,0.99666328
1756066419667,1,right,0.25293878,1.10415127,-0.00796906,0.03106105,0.07218104,-0.02207734,0.99666328
1756066419677,0,left,0.18803373,1.10680689,0.00166260,0.03132148,0.07200069,-0.02195986,0.99667077
1756066419677,1,right,0.25299543,1.10422705,-0.00785809,0.03132148,0.07200069,-0.02195986,0.99667077
1756066419689,0,left,0.18809225,1.10687501,0.00173736,0.03155302,0.07165725,-0.02179452,0.99669185
1756066419689,1,right,0.25306135,1.10431753,-0.00773853,0.03155302,0.07165725,-0.02179452,0.99669185
1756066419700,0,left,0.18815671,1.10692472,0.00179628,0.03177962,0.07120611,-0.02153262,0.99672268
1756066419700,1,right,0.25313580,1.10440170,-0.00762036,0.03177962,0.07120611,-0.02153262,0.99672268
1756066419711,0,left,0.18823795,1.10696838,0.00184636,0.03207579,0.07069661,-0.02128048,0.99675487
1756066419711,1,right,0.25322795,1.10447892,-0.00750362,0.03207579,0.07069661,-0.02128048,0.99675487
1756066419722,0,left,0.18832211,1.10699502,0.00188161,0.03228726,0.07012814,-0.02108568,0.99679234
1756066419722,1,right,0.25332370,1.10453054,-0.00739402,0.03228726,0.07012814,-0.02108568,0.99679234
1756066419733,0,left,0.18840511,1.10700791,0.00192077,0.03235684,0.06963313,-0.02096470,0.99682734
1756066419733,1,right,0.25341648,1.10455771,-0.00729002,0.03235684,0.06963313,-0.02096470,0.99682734
1756066419744,0,left,0.18848750,1.10700848,0.00197604,0.03237721,0.06917937,-0.02076061,0.99686254
1756066419744,1,right,0.25350827,1.10458318,-0.00717481,0.03237721,0.06917937,-0.02076061,0.99686254
1756066419756,0,left,0.18857047,1.10700383,0.00202715,0.03247959,0.06871597,-0.02054991,0.99689563
1756066419756,1,right,0.25360078,1.10460499,-0.00706267,0.03247959,0.06871597,-0.02054991,0.99689563
1756066419767,0,left,0.18867637,1.10698811,0.00202319,0.03260396,0.06821658,-0.02035503,0.99692986
1756066419767,1,right,0.25371671,1.10461369,-0.00700102,0.03260396,0.06821658,-0.02035503,0.99692986
1756066419779,0,left,0.18877724,1.10696926,0.00200303,0.03267093,0.06787139,-0.02019528,0.99695448
1756066419779,1,right,0.25382459,1.10461483,-0.00697567,0.03267093,0.06787139,-0.02019528,0.99695448
1756066419789,0,left,0.18885860,1.10694759,0.00197989,0.03281448,0.06754612,-0.02002822,0.99697523
1756066419789,1,right,0.25391263,1.10461486,-0.00695604,0.03281448,0.06754612,-0.02002822,0.99697523
1756066419800,0,left,0.18889246,1.10694830,0.00198003,0.03296125,0.06721188,-0.01987370,0.99699607
1756066419800,1,right,0.25395322,1.10463561,-0.00691201,0.03296125,0.06721188,-0.01987370,0.99699607
1756066419811,0,left,0.18890458,1.10695184,0.00198031,0.03309395,0.06702254,-0.01966957,0.99700846
1756066419811,1,right,0.25396976,1.10466622,-0.00688649,0.03309395,0.06702254,-0.01966957,0.99700846
1756066419822,0,left,0.18890843,1.10695470,0.00197423,0.03316102,0.06690338,-0.01942868,0.99701896
1756066419822,1,right,0.25397694,1.10470068,-0.00687618,0.03316102,0.06690338,-0.01942868,0.99701896
1756066419833,0,left,0.18890089,1.10696651,0.00195971,0.03327289,0.06679369,-0.01933804,0.99702435
1756066419833,1,right,0.25397179,1.10472487,-0.00687626,0.03327289,0.06679369,-0.01933804,0.99702435
1756066419844,0,left,0.18887979,1.10697333,0.00193342,0.03331698,0.06666723,-0.01929554,0.99703217
1756066419844,1,right,0.25395313,1.10473707,-0.00688597,0.03331698,0.06666723,-0.01929554,0.99703217
1756066419856,0,left,0.18884572,1.10697887,0.00191209,0.03334662,0.06669623,-0.01924942,0.99703013
1756066419856,1,right,0.25391877,1.10474904,-0.00691096,0.03334662,0.06669623,-0.01924942,0.99703013
1756066419867,0,left,0.18875304,1.10701811,0.00190855,0.03345952,0.06672065,-0.01915665,0.99702650
1756066419867,1,right,0.25382614,1.10480154,-0.00691755,0.03345952,0.06672065,-0.01915665,0.99702650
1756066419878,0,left,0.18865220,1.10705165,0.00191449,0.03361671,0.06699962,-0.01907393,0.99700409
1756066419878,1,right,0.25372082,1.10484859,-0.00694799,0.03361671,0.06699962,-0.01907393,0.99700409
1756066419889,0,left,0.18854260,1.10707448,0.00191028,0.03363676,0.06727109,-0.01902880,0.99698600
1756066419889,1,right,0.25360665,1.10487875,-0.00698746,0.03363676,0.06727109,-0.01902880,0.99698600
1756066419900,0,left,0.18846280,1.10705018,0.00190741,0.03357651,0.06767510,-0.01901324,0.99696098
1756066419900,1,right,0.25351974,1.10485780,-0.00704282,0.03357651,0.06767510,-0.01901324,0.99696098
1756066419911,0,left,0.18837356,1.10702001,0.00191576,0.03344554,0.06815069,-0.01899513,0.99693333
1756066419911,1,right,0.25342211,1.10483100,-0.00709612,0.03344554,0.06815069,-0.01899513,0.99693333
1756066419922,0,left,0.18826956,1.10698580,0.00192616,0.03337046,0.06864746,-0.01895049,0.99690261
1756066419922,1,right,0.25330940,1.10480422,-0.00715015,0.03337046,0.06864746,-0.01895049,0.99690261
1756066419933,0,left,0.18816517,1.10695094,0.00194151,0.03330621,0.06923529,-0.01886144,0.99686580
1756066419933,1,right,0.25319481,1.10478311,-0.00721092,0.03330621,0.06923529,-0.01886144,0.99686580
1756066419944,0,left,0.18805669,1.10692727,0.00194529,0.03325605,0.06972390,-0.01881739,0.99683425
1756066419944,1,right,0.25307763,1.10476697,-0.00727054,0.03325605,0.06972390,-0.01881739,0.99683425
1756066419956,0,left,0.18794474,1.10690581,0.00194575,0.03319615,0.07023209,-0.01879298,0.99680103
1756066419956,1,right,0.25295645,1.10475046,-0.00733609,0.03319615,0.07023209,-0.01879298,0.99680103
1756066419967,0,left,0.18784493,1.10686365,0.00193469,0.03314940,0.07076305,-0.01875763,0.99676570
1756066419967,1,right,0.25284699,1.10471490,-0.00741611,0.03314940,0.07076305,-0.01875763,0.99676570
1756066419978,0,left,0.18773796,1.10681624,0.00191512,0.03324247,0.07121631,-0.01861437,0.99673300
1756066419978,1,right,0.25273225,1.10468917,-0.00749435,0.03324247,0.07121631,-0.01861437,0.99673300
1756066419989,0,left,0.18763656,1.10677230,0.00190834,0.03336137,0.07176067,-0.01827930,0.99669619
1756066419989,1,right,0.25262222,1.10469271,-0.00757090,0.03336137,0.07176067,-0.01827930,0.99669619
1756066420000,0,left,0.18752474,1.10676774,0.00190854,0.03346515,0.07221686,-0.01799456,0.99666494
1756066420000,1,right,0.25250313,1.10472850,-0.00762915,0.03346515,0.07221686,-0.01799456,0.99666494
1756066420011,0,left,0.18741333,1.10676818,0.00189883,0.03351027,0.07266374,-0.01783996,0.99663372
1756066420011,1,right,0.25238398,1.10475166,-0.00769652,0.03351027,0.07266374,-0.01783996,0.99663372
1756066420022,0,left,0.18729964,1.10676804,0.00187959,0.03345015,0.07302023,-0.01775669,0.99661117
1756066420022,1,right,0.25226385,1.10476348,-0.00776173,0.03345015,0.07302023,-0.01775669,0.99661117
1756066420033,0,left,0.18718666,1.10676119,0.00185189,0.03349340,0.07323540,-0.01777250,0.99659365
1756066420033,1,right,0.25214663,1.10475596,-0.00781760,0.03349340,0.07323540,-0.01777250,0.99659365
1756066420044,0,left,0.18707405,1.10676232,0.00184131,0.03347192,0.07349829,-0.01771945,0.99657596
1756066420044,1,right,0.25202924,1.10476503,-0.00786216,0.03347192,0.07349829,-0.01771945,0.99657596
1756066420056,0,left,0.18696518,1.10675205,0.00183338,0.03355828,0.07367605,-0.01735987,0.99656626
1756066420056,1,right,0.25191855,1.10480349,-0.00789189,0.03355828,0.07367605,-0.01735987,0.99656626
1756066420067,0,left,0.18681225,1.10678381,0.00180888,0.03377314,0.07380940,-0.01701704,0.99655505
1756066420067,1,right,0.25176460,1.10488284,-0.00793272,0.03377314,0.07380940,-0.01701704,0.99655505
1756066420078,0,left,0.18665819,1.10681520,0.00176945,0.03394258,0.07382776,-0.01656757,0.99655551
1756066420078,1,right,0.25161216,1.10497482,-0.00797293,0.03394258,0.07382776,-0.01656757,0.99655551
1756066420089,0,left,0.18651010,1.10684952,0.00174001,0.03406776,0.07389950,-0.01625733,0.99655103
1756066420089,1,right,0.25146401,1.10505131,-0.00801060,0.03406776,0.07389950,-0.01625733,0.99655103
1756066420100,0,left,0.18639451,1.10685968,0.00172292,0.03416003,0.07397416,-0.01596225,0.99654710
1756066420100,1,right,0.25134823,1.10510135,-0.00803631,0.03416003,0.07397416,-0.01596225,0.99654710
1756066420111,0,left,0.18626913,1.10687709,0.00169660,0.03421564,0.07398686,-0.01577627,0.99654721
1756066420111,1,right,0.25122339,1.10514372,-0.00806357,0.03421564,0.07398686,-0.01577627,0.99654721
1756066420122,0,left,0.18614194,1.10689697,0.00167578,0.03423258,0.07408501,-0.01580881,0.99653882
1756066420122,1,right,0.25109416,1.10515996,-0.00809735,0.03423258,0.07408501,-0.01580881,0.99653882
1756066420133,0,left,0.18600689,1.10689772,0.00165462,0.03424603,0.07416708,-0.01577354,0.99653281
1756066420133,1,right,0.25095767,1.10516584,-0.00812906,0.03424603,0.07416708,-0.01577354,0.99653281
1756066420144,0,left,0.18587008,1.10691286,0.00164471,0.03421190,0.07430912,-0.01591263,0.99652119
1756066420144,1,right,0.25081748,1.10516309,-0.00815801,0.03421190,0.07430912,-0.01591263,0.99652119
1756066420156,0,left,0.18572877,1.10691978,0.00164602,0.03421074,0.07456993,-0.01594161,0.99650129
1756066420156,1,right,0.25067094,1.10516743,-0.00819079,0.03421074,0.07456993,-0.01594161,0.99650129
